,Code,Name,Ensemble,Trans Type,Peak Time,Peak SLP,Peak Lon,Peak Lat,Trop Peak Time,Trop Peak SLP,Trop Peak Lon,Trop Peak Lat,ET Begin Time,ET Begin SLP,ET Begin Lon,ET Begin Lat,ET Complete Time,ET Complete SLP,ET Complete Lon,ET Complete Lat,Genesis Time,Genesis SLP,Genesis Lon,Genesis Lat,Trop Begin Time,Final Time,Final SLP,Final Lon,Final Lat
72,TC213703,Candy,B,2,2137-08-15 18:00:00,976.65,-88.19,25.98,2137-08-15 18:00:00,976.65,-88.19,25.98,2137-08-19 00:00:00,1006.66,-96.11,30.57,2137-08-19 00:00:00,1006.66,-96.11,30.57,2137-08-06 18:00:00,1004.77,-32.62,13.0,2137-08-06 18:00:00,2137-08-21 06:00:00,1010.07,-95.75,33.75
73,TC213705,Emmelyn,B,2,2137-12-12 12:00:00,990.57,-39.97,36.14,2137-12-11 06:00:00,994.96,-54.24,34.31,2137-12-12 00:00:00,997.31,-45.67,31.5,2137-12-13 06:00:00,992.41,-35.06,35.55,2137-12-07 18:00:00,1011.41,-67.2,33.15,2137-12-08 18:00:00,2137-12-14 06:00:00,998.8,-35.75,40.89
74,TC213802,Ivy,B,2,2138-03-25 06:00:00,997.31,-39.35,30.2,2138-03-25 06:00:00,997.31,-39.35,30.2,2138-03-29 00:00:00,1011.52,-29.13,35.17,2138-03-29 06:00:00,1011.64,-27.26,36.05,2138-03-25 00:00:00,997.37,-39.74,31.61,2138-03-25 00:00:00,2138-03-29 06:00:00,1011.64,-27.26,36.05
75,TC213805,Jeremy,B,2,2138-10-10 18:00:00,961.37,-27.33,59.07,2138-10-08 18:00:00,990.16,-54.6,38.34,2138-10-09 06:00:00,986.95,-50.62,40.99,2138-10-10 06:00:00,972.0,-35.21,50.9,2138-10-05 18:00:00,1011.36,-53.48,33.56,2138-10-05 18:00:00,2138-10-10 18:00:00,961.37,-27.33,59.07
76,TC213901,Katie,B,2,2139-03-22 12:00:00,955.66,-53.0,59.56,2139-03-21 00:00:00,965.98,-55.14,42.67,2139-03-21 06:00:00,959.7,-54.67,44.94,2139-03-21 18:00:00,962.9,-51.32,48.77,2139-03-15 18:00:00,1006.14,-90.67,16.25,2139-03-18 06:00:00,2139-03-22 12:00:00,955.66,-53.0,59.56
77,TC213902,Luigi,B,2,2139-06-09 00:00:00,968.31,-89.82,29.26,2139-06-09 00:00:00,968.31,-89.82,29.26,2139-06-09 12:00:00,991.62,-89.02,32.75,2139-06-10 12:00:00,999.78,-84.71,37.66,2139-06-02 12:00:00,1009.13,-86.59,15.59,2139-06-02 18:00:00,2139-06-11 06:00:00,1009.52,-82.59,38.03
78,TC213903,Michelle,B,2,2139-10-26 00:00:00,934.51,-47.24,34.36,2139-10-26 00:00:00,934.51,-47.24,34.36,2139-10-26 06:00:00,944.41,-46.44,36.45,2139-10-27 18:00:00,992.04,-31.05,45.72,2139-10-19 18:00:00,1012.42,-38.32,33.58,2139-10-19 18:00:00,2139-10-29 00:00:00,995.31,-0.25,47.0
79,TC213904,Phil,B,2,2139-11-01 06:00:00,941.58,-37.97,58.06,2139-10-28 12:00:00,977.78,-67.99,33.09,2139-10-28 18:00:00,974.36,-66.39,33.1,2139-10-31 00:00:00,958.61,-47.21,45.64,2139-10-26 18:00:00,998.56,-74.09,34.48,2139-10-26 18:00:00,2139-11-02 06:00:00,968.6,-23.79,59.69
80,TC214005,Alex,B,2,2140-09-27 18:00:00,904.89,-58.16,40.25,2140-09-26 00:00:00,907.21,-67.51,31.15,2140-09-26 18:00:00,909.67,-65.21,34.25,2140-09-29 00:00:00,955.36,-49.91,49.58,2140-09-15 00:00:00,1011.25,-35.66,13.3,2140-09-15 18:00:00,2140-09-30 00:00:00,965.06,-40.0,57.66
81,TC214009,Dawn,B,2,2140-11-15 18:00:00,994.59,-42.68,42.02,2140-11-15 18:00:00,994.59,-42.68,42.02,2140-11-17 06:00:00,1003.56,-39.55,46.15,2140-11-18 06:00:00,1001.54,-36.0,49.5,2140-11-15 06:00:00,999.45,-41.29,43.33,2140-11-15 06:00:00,2140-11-18 18:00:00,998.97,-29.25,55.75
82,TC214010,Ernest,B,2,2140-11-23 12:00:00,953.39,-35.47,57.08,2140-11-21 12:00:00,992.41,-40.21,36.62,2140-11-21 18:00:00,988.43,-38.47,38.05,2140-11-23 06:00:00,958.9,-34.34,55.38,2140-11-19 12:00:00,1005.6,-48.39,32.9,2140-11-19 12:00:00,2140-11-23 18:00:00,955.88,-35.47,57.08
83,TC214101,Flavia,B,2,2141-05-04 12:00:00,986.94,-47.25,31.35,2141-05-04 12:00:00,986.94,-47.25,31.35,2141-05-10 00:00:00,1004.66,-45.61,36.29,2141-05-10 12:00:00,1005.13,-42.68,40.71,2141-05-02 18:00:00,1000.45,-49.34,27.24,2141-05-03 12:00:00,2141-05-11 18:00:00,1012.2,-24.0,58.0
84,TC214102,Harrison,B,2,2141-08-30 12:00:00,961.76,-45.56,44.88,2141-08-24 12:00:00,992.12,-68.3,26.82,2141-08-28 00:00:00,993.08,-67.63,36.53,2141-09-01 12:00:00,996.85,-40.4,49.2,2141-08-16 18:00:00,1008.3,-37.09,12.91,2141-08-16 18:00:00,2141-09-03 18:00:00,1010.75,-24.0,49.25
85,TC214103,Janet,B,2,2141-09-16 18:00:00,988.39,-31.24,18.23,2141-09-16 18:00:00,988.39,-31.24,18.23,2141-09-23 06:00:00,1008.18,-35.75,36.25,2141-09-23 06:00:00,1008.18,-35.75,36.25,2141-09-12 12:00:00,1009.11,-24.61,14.52,2141-09-14 18:00:00,2141-09-23 18:00:00,1005.22,-32.25,38.75
86,TC214104,Kinen,B,2,2141-10-14 18:00:00,992.29,-57.86,38.44,2141-10-14 18:00:00,992.29,-57.86,38.44,2141-10-17 00:00:00,1001.27,-53.61,46.47,2141-10-17 00:00:00,1001.27,-53.61,46.47,2141-10-12 18:00:00,1010.53,-70.51,27.51,2141-10-13 00:00:00,2141-10-17 12:00:00,999.36,-47.0,48.75
87,TC214105,Lydia,B,2,2141-11-17 18:00:00,984.21,1.75,52.25,2141-11-10 06:00:00,988.66,-41.63,38.29,2141-11-16 00:00:00,1000.69,-36.25,47.25,2141-11-16 06:00:00,997.44,-32.25,49.25,2141-11-10 00:00:00,989.61,-41.05,40.18,2141-11-10 00:00:00,2141-11-17 18:00:00,984.21,1.75,52.25
88,TC214203,Quinn,B,2,2142-09-25 00:00:00,949.2,-55.27,42.84,2142-09-23 18:00:00,968.24,-67.35,33.96,2142-09-24 00:00:00,967.6,-66.06,35.33,2142-09-25 18:00:00,961.64,-41.94,52.37,2142-09-20 06:00:00,1010.14,-60.26,23.47,2142-09-20 06:00:00,2142-09-26 00:00:00,964.02,-37.89,55.46
89,TC214406,Audrey,B,2,2144-07-21 18:00:00,938.74,-59.94,35.16,2144-07-21 18:00:00,938.74,-59.94,35.16,2144-07-25 06:00:00,996.7,-36.11,48.99,2144-07-25 06:00:00,996.7,-36.11,48.99,2144-07-15 18:00:00,1010.55,-46.83,17.59,2144-07-16 00:00:00,2144-07-26 00:00:00,990.21,-23.0,54.0
90,TC214409,Christine,B,2,2144-09-06 12:00:00,945.43,-54.66,40.58,2144-09-06 12:00:00,945.43,-54.66,40.58,2144-09-07 12:00:00,965.41,-43.71,41.96,2144-09-10 18:00:00,982.55,-8.15,55.43,2144-09-03 00:00:00,1006.09,-62.15,30.07,2144-09-03 00:00:00,2144-09-10 18:00:00,982.55,-8.15,55.43
91,TC214412,Elyse,B,2,2144-09-25 12:00:00,947.72,-52.45,19.97,2144-09-25 12:00:00,947.72,-52.45,19.97,2144-09-29 12:00:00,977.36,-51.07,31.24,2144-10-03 06:00:00,960.31,-9.9,51.22,2144-09-20 12:00:00,1008.97,-37.26,14.8,2144-09-20 12:00:00,2144-10-03 12:00:00,965.1,-11.53,54.34
92,TC214413,Frederick,B,2,2144-10-30 18:00:00,986.98,-57.03,43.01,2144-10-29 06:00:00,991.98,-60.12,36.81,2144-10-30 06:00:00,990.88,-59.43,40.09,2144-10-31 12:00:00,992.75,-51.5,45.75,2144-10-27 18:00:00,1007.74,-55.73,31.75,2144-10-27 18:00:00,2144-11-01 00:00:00,996.41,-45.0,47.5
93,TC214501,Hope,B,2,2145-03-25 18:00:00,963.59,-36.24,48.66,2145-03-20 12:00:00,976.88,-44.37,33.2,2145-03-22 12:00:00,988.11,-36.97,35.46,2145-03-26 18:00:00,993.24,-31.25,48.25,2145-03-20 12:00:00,976.88,-44.37,33.2,2145-03-20 12:00:00,2145-03-26 18:00:00,993.24,-31.25,48.25
94,TC214503,Katrina,B,2,2145-08-24 00:00:00,922.18,-68.77,33.14,2145-08-24 00:00:00,922.18,-68.77,33.14,2145-08-27 00:00:00,950.07,-68.59,44.01,2145-08-27 12:00:00,979.88,-68.1,51.3,2145-08-17 12:00:00,1005.99,-43.05,16.15,2145-08-17 18:00:00,2145-08-27 18:00:00,981.67,-65.99,55.16
95,TC214504,Luke,B,2,2145-08-31 00:00:00,951.68,-60.69,37.17,2145-08-31 00:00:00,951.68,-60.69,37.17,2145-09-02 12:00:00,968.19,-57.5,42.83,2145-09-03 18:00:00,1000.9,-40.22,51.21,2145-08-18 18:00:00,1009.16,-25.22,13.19,2145-08-20 12:00:00,2145-09-05 18:00:00,1011.55,-13.25,49.5
96,TC214601,Maho,B,2,2146-06-06 12:00:00,973.68,-63.15,48.92,2146-06-01 18:00:00,988.33,-80.16,31.55,2146-06-04 18:00:00,997.89,-75.93,36.84,2146-06-05 00:00:00,994.83,-74.12,37.75,2146-05-29 18:00:00,1011.53,-83.14,31.72,2146-05-29 18:00:00,2146-06-08 00:00:00,1007.0,-64.5,49.0
97,TC214602,Nicholas,B,2,2146-06-12 00:00:00,983.31,-74.37,35.67,2146-06-11 18:00:00,987.9,-78.01,34.14,2146-06-12 00:00:00,983.31,-74.37,35.67,2146-06-13 00:00:00,1000.74,-53.96,40.02,2146-06-10 00:00:00,1005.54,-88.23,21.18,2146-06-10 00:00:00,2146-06-13 18:00:00,1008.49,-41.25,41.0
98,TC214701,Queenie,B,2,2147-01-09 06:00:00,977.82,-39.6,42.24,2147-01-09 06:00:00,977.82,-39.6,42.24,2147-01-12 00:00:00,998.94,-32.5,48.25,2147-01-12 18:00:00,1003.15,-27.5,46.5,2147-01-06 00:00:00,989.25,-50.57,36.53,2147-01-06 00:00:00,2147-01-14 00:00:00,1010.75,-16.5,46.75
99,TC214702,Samson,B,2,2147-04-01 06:00:00,948.68,-46.58,46.36,2147-03-31 00:00:00,978.7,-51.0,33.52,2147-03-31 06:00:00,972.26,-49.73,35.65,2147-04-02 00:00:00,951.77,-42.84,55.13,2147-03-27 00:00:00,991.59,-63.44,32.52,2147-03-28 00:00:00,2147-04-03 00:00:00,963.98,-41.39,57.69
100,TC214704,William,B,2,2147-09-22 12:00:00,998.91,-91.43,42.17,2147-09-22 12:00:00,998.91,-91.43,42.17,2147-09-22 18:00:00,1002.19,-90.08,43.42,2147-09-25 12:00:00,1006.85,-83.4,44.01,2147-09-18 06:00:00,1011.18,-91.04,27.29,2147-09-18 06:00:00,2147-09-25 18:00:00,1009.97,-81.84,44.09
101,TC214706,Bonnie,B,2,2147-10-27 00:00:00,969.93,-56.17,43.34,2147-10-26 18:00:00,974.38,-56.34,39.92,2147-10-27 00:00:00,969.93,-56.17,43.34,2147-10-27 18:00:00,977.12,-53.33,52.97,2147-10-21 00:00:00,1012.26,-57.02,30.9,2147-10-21 00:00:00,2147-10-28 12:00:00,977.39,-45.37,59.31
102,TC214801,Erik,B,2,2148-01-22 06:00:00,957.56,-58.73,42.95,2148-01-22 12:00:00,966.71,-56.02,41.73,2148-01-26 06:00:00,996.99,-17.75,42.5,2148-01-26 12:00:00,997.83,-16.75,43.25,2148-01-21 18:00:00,967.13,-61.55,40.01,2148-01-22 12:00:00,2148-01-26 18:00:00,997.8,-16.75,44.5
103,TC214804,Frances,B,2,2148-03-30 06:00:00,966.59,-38.5,43.0,2148-03-30 06:00:00,966.59,-38.5,43.0,2148-04-02 12:00:00,996.53,-26.5,39.75,2148-04-03 06:00:00,999.89,-18.75,36.75,2148-03-25 06:00:00,988.05,-68.35,38.62,2148-03-28 06:00:00,2148-04-03 18:00:00,1002.62,-12.25,37.0
104,TC214805,Hubert,B,2,2148-04-23 12:00:00,976.48,-84.74,7.76,2148-04-23 12:00:00,976.48,-84.74,7.76,2148-04-28 12:00:00,995.17,-77.95,22.13,2148-04-30 00:00:00,998.74,-71.5,25.0,2148-04-20 18:00:00,1006.06,-83.51,10.89,2148-04-20 18:00:00,2148-05-02 06:00:00,991.03,-56.25,42.75
105,TC214806,Julie,B,2,2148-05-19 06:00:00,964.43,-67.41,30.05,2148-05-17 00:00:00,991.46,-82.37,19.62,2148-05-17 12:00:00,990.26,-79.66,21.48,2148-05-21 00:00:00,982.22,-49.76,49.41,2148-05-08 00:00:00,1004.02,-75.28,9.58,2148-05-09 06:00:00,2148-05-21 18:00:00,989.34,-28.92,56.59
106,TC214807,Keith,B,2,2148-06-04 12:00:00,949.32,-76.51,34.5,2148-06-04 12:00:00,949.32,-76.51,34.5,2148-06-05 12:00:00,974.54,-70.71,40.33,2148-06-06 00:00:00,988.38,-64.38,44.48,2148-06-01 00:00:00,1008.85,-71.25,23.16,2148-06-01 00:00:00,2148-06-07 06:00:00,1000.7,-38.5,55.25
107,TC214808,Lily,B,2,2148-08-19 00:00:00,998.22,-30.29,12.98,2148-08-19 00:00:00,998.22,-30.29,12.98,2148-08-21 00:00:00,1005.04,-25.59,20.99,2148-08-21 12:00:00,1006.78,-27.2,22.33,2148-08-16 12:00:00,1007.12,-20.7,16.4,2148-08-17 06:00:00,2148-08-24 00:00:00,1011.41,-39.5,20.0
108,TC214809,Marc,B,2,2148-09-04 12:00:00,898.64,-59.26,25.72,2148-09-04 12:00:00,898.64,-59.26,25.72,2148-09-09 12:00:00,959.8,-54.0,45.53,2148-09-10 00:00:00,967.97,-45.62,49.85,2148-08-30 12:00:00,1005.85,-41.72,11.43,2148-08-30 12:00:00,2148-09-10 12:00:00,956.86,-38.16,57.54
109,TC214810,Noelle,B,2,2148-09-13 12:00:00,957.4,-54.94,31.85,2148-09-13 12:00:00,957.4,-54.94,31.85,2148-09-21 12:00:00,1006.3,-39.96,45.84,2148-09-21 12:00:00,1006.3,-39.96,45.84,2148-09-03 00:00:00,1006.9,-29.76,11.67,2148-09-04 18:00:00,2148-09-22 12:00:00,988.99,-31.25,54.0
110,TC214812,Shannon,B,2,2148-10-18 18:00:00,969.39,-52.79,42.91,2148-10-17 06:00:00,997.79,-60.39,31.46,2148-10-17 12:00:00,996.59,-59.88,32.58,2148-10-19 06:00:00,978.77,-47.11,47.97,2148-10-14 12:00:00,1005.16,-62.6,24.57,2148-10-14 12:00:00,2148-10-19 18:00:00,987.92,-42.0,55.25
111,TC215002,Bryan,B,2,2150-03-10 12:00:00,983.07,-70.08,43.49,2150-03-09 12:00:00,991.09,-71.89,30.96,2150-03-09 18:00:00,991.21,-74.23,33.44,2150-03-10 00:00:00,989.81,-73.24,38.31,2150-03-07 18:00:00,995.98,-76.06,24.42,2150-03-07 18:00:00,2150-03-11 12:00:00,992.77,-63.0,53.75
112,TC215006,Dominic,B,2,2150-12-17 18:00:00,970.09,-56.37,40.75,2150-12-16 12:00:00,973.13,-50.19,41.94,2150-12-17 18:00:00,970.09,-56.37,40.75,2150-12-19 12:00:00,977.73,-38.21,38.66,2150-12-15 06:00:00,984.12,-46.33,41.0,2150-12-15 06:00:00,2150-12-20 06:00:00,974.18,-24.74,37.17
113,TC215101,Frank,B,2,2151-02-12 06:00:00,966.68,-25.34,45.01,2151-02-09 06:00:00,971.39,-38.29,37.68,2151-02-10 12:00:00,979.2,-27.36,37.59,2151-02-10 12:00:00,979.2,-27.36,37.59,2151-02-04 00:00:00,1000.88,-42.71,30.38,2151-02-06 12:00:00,2151-02-13 06:00:00,975.32,-31.26,46.19
114,TC215105,John,B,2,2151-04-20 18:00:00,974.33,-60.09,40.91,2151-04-20 18:00:00,974.33,-60.09,40.91,2151-04-25 18:00:00,1005.55,-42.25,36.75,2151-04-26 00:00:00,1009.17,-41.5,36.0,2151-04-18 12:00:00,997.74,-74.07,29.52,2151-04-20 18:00:00,2151-04-26 06:00:00,1010.65,-40.75,35.75
115,TC215204,Mandy,B,2,2152-11-04 12:00:00,938.16,-93.68,26.92,2152-11-04 12:00:00,938.16,-93.68,26.92,2152-11-06 00:00:00,995.73,-91.17,32.53,2152-11-06 12:00:00,1003.32,-89.08,34.88,2152-10-30 12:00:00,1006.44,-88.2,17.62,2152-10-30 12:00:00,2152-11-07 00:00:00,1011.02,-84.75,37.0
116,TC215301,Nathan,B,2,2153-06-05 18:00:00,918.23,-86.52,27.51,2153-06-05 18:00:00,918.23,-86.52,27.51,2153-06-13 18:00:00,999.69,-59.34,42.7,2153-06-14 18:00:00,999.17,-51.41,45.56,2153-06-01 00:00:00,1010.53,-85.77,20.91,2153-06-01 00:00:00,2153-06-15 18:00:00,1010.49,-35.25,50.75
117,TC215306,Samuel,B,2,2153-10-26 06:00:00,993.34,-52.16,33.05,2153-10-26 06:00:00,993.34,-52.16,33.05,2153-10-29 06:00:00,1003.23,-42.5,37.25,2153-10-29 12:00:00,1005.62,-41.5,38.0,2153-10-26 00:00:00,994.05,-52.65,32.24,2153-10-26 00:00:00,2153-10-30 00:00:00,1007.49,-37.75,38.75
118,TC215402,Bella,B,2,2154-02-18 06:00:00,974.21,-39.74,47.35,2154-02-18 06:00:00,974.21,-39.74,47.35,2154-02-21 00:00:00,986.49,-34.0,48.0,2154-02-21 06:00:00,988.81,-31.25,48.5,2154-02-16 00:00:00,977.2,-50.25,40.09,2154-02-17 00:00:00,2154-02-22 00:00:00,1000.31,-20.25,49.75
119,TC215407,Carson,B,2,2154-06-11 12:00:00,951.46,-77.94,33.21,2154-06-11 12:00:00,951.46,-77.94,33.21,2154-06-14 00:00:00,984.22,-68.59,42.84,2154-06-14 06:00:00,986.17,-66.99,43.9,2154-06-05 00:00:00,1008.38,-88.36,16.58,2154-06-05 00:00:00,2154-06-16 18:00:00,997.33,-46.0,54.25
120,TC215410,Dorcas,B,2,2154-11-19 06:00:00,990.19,-20.25,52.25,2154-11-14 18:00:00,992.15,-27.46,37.88,2154-11-16 12:00:00,994.59,-23.47,44.06,2154-11-18 00:00:00,1002.65,-23.25,51.0,2154-11-13 06:00:00,995.9,-25.31,35.92,2154-11-13 06:00:00,2154-11-19 06:00:00,990.19,-20.25,52.25
121,TC215412,Grace,B,2,2154-11-17 06:00:00,980.83,-33.55,38.28,2154-11-17 06:00:00,980.83,-33.55,38.28,2154-11-19 12:00:00,991.86,-26.88,36.99,2154-11-19 12:00:00,991.86,-26.88,36.99,2154-11-17 00:00:00,981.04,-33.85,37.3,2154-11-17 00:00:00,2154-11-22 00:00:00,987.95,-0.3,54.22
122,TC215604,Laura,B,2,2156-12-04 12:00:00,975.78,-45.39,47.21,2156-12-04 12:00:00,975.78,-45.39,47.21,2156-12-05 12:00:00,983.91,-41.0,47.75,2156-12-06 06:00:00,994.3,-37.75,43.25,2156-11-29 06:00:00,985.73,-55.86,38.21,2156-11-29 06:00:00,2156-12-07 18:00:00,1009.91,-25.25,32.0
123,TC215805,Tijjani,B,2,2158-11-02 18:00:00,968.94,-73.16,36.71,2158-11-03 06:00:00,969.53,-72.48,38.35,2158-11-05 12:00:00,995.93,-67.25,38.25,2158-11-05 12:00:00,995.93,-67.25,38.25,2158-11-02 18:00:00,968.94,-73.16,36.71,2158-11-03 06:00:00,2158-11-07 06:00:00,998.9,-51.25,34.5
124,TC215902,Alissa,B,2,2159-02-03 18:00:00,960.12,-39.4,41.87,2159-02-03 18:00:00,960.12,-39.4,41.87,2159-02-05 00:00:00,965.28,-27.69,47.44,2159-02-06 18:00:00,979.19,-22.61,54.92,2159-02-01 06:00:00,994.46,-56.47,34.84,2159-02-02 12:00:00,2159-02-06 18:00:00,979.19,-22.61,54.92
125,TC215905,Daniel,B,2,2159-08-20 06:00:00,940.47,-31.53,45.46,2159-08-18 18:00:00,979.95,-50.06,40.6,2159-08-19 00:00:00,973.13,-48.0,40.26,2159-08-22 18:00:00,969.24,-19.88,54.08,2159-08-16 12:00:00,997.37,-63.66,39.9,2159-08-16 12:00:00,2159-08-22 18:00:00,969.24,-19.88,54.08
126,TC215907,Geoffrey,B,2,2159-09-07 00:00:00,904.05,-53.8,20.78,2159-09-07 00:00:00,904.05,-53.8,20.78,2159-09-13 12:00:00,952.62,-50.48,45.84,2159-09-14 00:00:00,956.15,-47.75,49.91,2159-08-30 18:00:00,1010.19,-13.58,8.15,2159-09-02 12:00:00,2159-09-14 18:00:00,966.0,-44.39,54.55
127,TC215908,Hazel,B,2,2159-09-05 18:00:00,940.31,-21.26,53.93,2159-09-03 06:00:00,944.39,-49.53,36.53,2159-09-03 18:00:00,945.26,-46.25,37.88,2159-09-06 18:00:00,951.35,-16.36,58.6,2159-08-30 18:00:00,1010.2,-56.81,31.0,2159-08-30 18:00:00,2159-09-06 18:00:00,951.35,-16.36,58.6
128,TC215910,Kelly,B,2,2159-10-06 00:00:00,901.65,-54.68,30.75,2159-10-03 18:00:00,920.56,-59.27,28.32,2159-10-04 00:00:00,926.14,-59.06,28.42,2159-10-09 18:00:00,946.15,-34.21,52.71,2159-09-23 06:00:00,1008.52,-24.76,7.61,2159-09-24 06:00:00,2159-10-10 00:00:00,950.4,-31.11,56.5
129,TC215912,Mary,B,2,2159-11-02 00:00:00,989.54,-82.96,19.14,2159-11-02 00:00:00,989.54,-82.96,19.14,2159-11-04 06:00:00,1001.43,-78.72,23.25,2159-11-04 12:00:00,1003.53,-78.25,24.14,2159-10-25 12:00:00,1008.65,-80.02,13.28,2159-10-26 12:00:00,2159-11-06 00:00:00,1004.69,-66.47,27.02
130,TC216001,Rosita,B,2,2160-04-25 06:00:00,932.34,-95.16,26.06,2160-04-25 06:00:00,932.34,-95.16,26.06,2160-04-27 18:00:00,991.33,-87.0,35.7,2160-04-27 18:00:00,991.33,-87.0,35.7,2160-04-19 06:00:00,1008.53,-95.99,25.11,2160-04-20 18:00:00,2160-05-04 06:00:00,993.15,-72.25,53.5
131,TC216002,Stefan,B,2,2160-08-27 18:00:00,869.71,-86.14,22.0,2160-08-27 18:00:00,869.71,-86.14,22.0,2160-08-31 06:00:00,999.08,-99.58,36.83,2160-08-31 12:00:00,999.2,-97.62,37.99,2160-08-18 00:00:00,1005.8,-19.72,13.16,2160-08-22 06:00:00,2160-09-01 00:00:00,1002.52,-95.42,39.78
132,TC216003,Tess,B,2,2160-09-21 12:00:00,937.28,-49.5,40.21,2160-09-20 18:00:00,961.53,-51.62,37.02,2160-09-21 06:00:00,943.07,-50.06,38.99,2160-09-23 06:00:00,955.39,-37.88,57.18,2160-09-09 12:00:00,1007.87,-23.32,10.64,2160-09-11 00:00:00,2160-09-23 06:00:00,955.39,-37.88,57.18
133,TC216006,Blaise,B,2,2160-10-12 06:00:00,941.98,-29.58,15.59,2160-10-12 06:00:00,941.98,-29.58,15.59,2160-10-22 00:00:00,1008.04,-41.75,42.25,2160-10-22 00:00:00,1008.04,-41.75,42.25,2160-10-06 18:00:00,1006.55,-21.33,6.53,2160-10-06 18:00:00,2160-10-22 18:00:00,1012.64,-37.0,51.25
134,TC216101,Carlos,B,2,2161-01-09 06:00:00,984.84,-57.0,54.0,2161-01-07 18:00:00,987.82,-56.46,39.03,2161-01-08 12:00:00,990.21,-54.41,45.39,2161-01-08 12:00:00,990.21,-54.41,45.39,2161-01-04 18:00:00,1009.79,-65.78,25.01,2161-01-06 12:00:00,2161-01-09 06:00:00,984.84,-57.0,54.0
135,TC216105,Emiliano,B,2,2161-09-28 12:00:00,902.08,-76.81,29.49,2161-09-28 06:00:00,908.39,-77.72,28.14,2161-09-28 12:00:00,902.08,-76.81,29.49,2161-09-30 12:00:00,970.65,-60.52,46.98,2161-09-12 00:00:00,1010.28,-22.62,15.69,2161-09-12 12:00:00,2161-10-01 06:00:00,974.7,-50.19,54.51
136,TC216107,Ian,B,2,2161-09-26 00:00:00,905.41,-58.22,30.8,2161-09-26 00:00:00,905.41,-58.22,30.8,2161-09-29 12:00:00,978.43,-52.02,49.58,2161-09-29 12:00:00,978.43,-52.02,49.58,2161-09-15 06:00:00,1005.54,-18.8,15.68,2161-09-16 06:00:00,2161-09-30 06:00:00,985.62,-41.15,54.65
137,TC216110,Kyle,B,2,2161-11-17 12:00:00,953.35,-18.03,59.58,2161-11-15 18:00:00,966.84,-48.75,40.24,2161-11-16 00:00:00,966.91,-45.81,44.04,2161-11-16 18:00:00,955.93,-35.89,52.02,2161-11-13 06:00:00,1002.43,-61.18,23.84,2161-11-13 06:00:00,2161-11-17 12:00:00,953.35,-18.03,59.58
138,TC216202,Manfred,C,2,2162-04-08 06:00:00,986.84,-68.14,37.83,2162-04-08 06:00:00,986.84,-68.14,37.83,2162-04-09 06:00:00,988.15,-59.35,40.37,2162-04-10 00:00:00,993.46,-53.75,42.75,2162-04-06 00:00:00,1000.22,-80.9,33.51,2162-04-07 06:00:00,2162-04-10 12:00:00,1002.52,-48.0,45.25
139,TC216204,Oxlip,C,2,2162-06-18 06:00:00,974.95,-89.29,29.78,2162-06-18 06:00:00,974.95,-89.29,29.78,2162-06-20 00:00:00,992.49,-84.38,36.3,2162-06-22 00:00:00,998.45,-64.72,40.48,2162-06-12 06:00:00,1008.05,-82.3,16.98,2162-06-12 06:00:00,2162-06-23 12:00:00,1010.07,-47.66,47.83
140,TC216208,Sofiee,C,2,2162-11-02 06:00:00,998.18,-40.96,41.91,2162-11-02 06:00:00,998.18,-40.96,41.91,2162-11-05 12:00:00,1012.35,-33.4,30.84,2162-11-05 18:00:00,1010.74,-33.03,29.88,2162-11-01 18:00:00,1000.04,-43.09,41.91,2162-11-01 18:00:00,2162-11-07 18:00:00,1010.69,-30.5,28.0
141,TC216209,Victor,C,2,2162-11-13 06:00:00,988.75,-50.6,36.59,2162-11-13 06:00:00,988.75,-50.6,36.59,2162-11-13 18:00:00,991.31,-47.91,38.92,2162-11-15 00:00:00,998.71,-27.25,46.0,2162-11-10 18:00:00,1011.19,-47.03,27.38,2162-11-10 18:00:00,2162-11-15 12:00:00,1004.47,-15.75,47.75
142,TC216301,Yan,C,2,2163-03-19 06:00:00,986.21,-64.24,32.98,2163-03-19 06:00:00,986.21,-64.24,32.98,2163-03-23 00:00:00,1007.17,-55.5,31.75,2163-03-23 00:00:00,1007.17,-55.5,31.75,2163-03-19 06:00:00,986.21,-64.24,32.98,2163-03-19 06:00:00,2163-03-24 06:00:00,1005.71,-50.25,29.25
143,TC216303,Angela,C,2,2163-09-04 00:00:00,907.51,-65.89,32.08,2163-09-03 12:00:00,913.12,-67.65,29.01,2163-09-04 00:00:00,907.51,-65.89,32.08,2163-09-06 18:00:00,978.2,-47.97,49.09,2163-08-24 18:00:00,1006.27,-29.08,12.81,2163-08-25 18:00:00,2163-09-10 00:00:00,1009.71,-12.75,47.5
144,TC216304,Bernardo,C,2,2163-08-27 18:00:00,999.96,-25.61,9.97,2163-08-27 18:00:00,999.96,-25.61,9.97,2163-08-29 18:00:00,1007.95,-34.53,18.3,2163-08-30 06:00:00,1012.04,-36.66,19.85,2163-08-26 06:00:00,1002.21,-16.68,11.34,2163-08-26 06:00:00,2163-08-30 06:00:00,1012.04,-36.66,19.85
