,Code,Name,Orig Code,Ensemble,Trans Type,Peak Time,Peak SLP,Peak Lon,Peak Lat,Trop Peak Time,Trop Begin Time,Trop Peak SLP,Trop Peak Lon,Trop Peak Lat,Genesis Time,Genesis SLP,Genesis Lon,Genesis Lat,Final Time,Final SLP,Final Lon,Final Lat,Trop Begin SLP,Trop Begin Lon,Trop Begin Lat,ET Begin Time,ET Begin SLP,ET Begin Lon,ET Begin Lat,ET Complete Time,ET Complete SLP,ET Complete Lon,ET Complete Lat
66,TC213907,Gwyneth,0352,2,2,2139-10-14 00:00:00,920.08,-76.35,29.82,2139-10-11 18:00:00,2139-10-03 18:00:00,932.41,-81.61,19.32,2139-10-03 18:00:00,1008.38,-82.05,13.98,2139-10-23 18:00:00,1013.0,-22.65,48.87,1008.38,-82.05,13.98,2139-10-13 06:00:00,930.46,-77.57,26.36,2139-10-21 18:00:00,987.64,-31.04,49.12
67,TC213908,Isaac,0355,2,2,2139-10-28 12:00:00,964.41,-18.26,44.37,2139-10-24 06:00:00,2139-10-12 06:00:00,970.65,-35.2,30.73,2139-10-12 06:00:00,1001.96,-69.37,24.61,2139-10-30 18:00:00,1008.54,-10.75,41.75,1001.96,-69.37,24.61,2139-10-25 06:00:00,980.68,-33.28,34.21,2139-10-30 18:00:00,1008.54,-10.75,41.75
68,TC213909,Jaime,0358,2,2,2139-11-26 06:00:00,982.59,-32.26,39.97,2139-11-26 06:00:00,2139-11-24 00:00:00,982.59,-32.26,39.97,2139-11-24 00:00:00,998.6,-34.87,31.17,2139-11-28 18:00:00,998.87,-27.5,51.0,998.6,-34.87,31.17,2139-11-28 06:00:00,996.28,-25.98,45.13,2139-11-28 12:00:00,998.54,-26.39,47.73
69,TC214002,Kelechi,0379,2,2,2140-08-04 06:00:00,986.3,-60.92,42.27,2140-08-03 06:00:00,2140-08-01 00:00:00,995.27,-71.94,37.21,2140-08-01 00:00:00,1011.11,-80.68,30.44,2140-08-05 06:00:00,1009.11,-42.3,50.58,1011.11,-80.68,30.44,2140-08-03 18:00:00,994.57,-67.74,39.87,2140-08-05 00:00:00,999.18,-47.5,47.78
70,TC214004,Micah,0402,2,2,2140-11-30 06:00:00,965.63,-26.35,48.86,2140-11-28 06:00:00,2140-11-26 18:00:00,975.3,-38.45,38.59,2140-11-26 06:00:00,997.68,-36.27,37.66,2140-12-01 12:00:00,975.91,-13.5,56.0,982.37,-36.41,38.56,2140-11-29 06:00:00,978.82,-31.76,36.33,2140-12-01 12:00:00,975.91,-13.5,56.0
71,TC214005,Peach,0404,2,2,2140-12-12 12:00:00,990.57,-39.97,36.14,2140-12-11 06:00:00,2140-12-08 18:00:00,994.96,-54.24,34.31,2140-12-07 18:00:00,1011.41,-67.2,33.15,2140-12-14 06:00:00,998.8,-35.75,40.89,995.0,-62.98,35.42,2140-12-12 00:00:00,997.31,-45.67,31.5,2140-12-13 06:00:00,992.41,-35.06,35.55
72,TC214105,Seldoen,0441,2,2,2141-10-10 18:00:00,961.37,-27.33,59.07,2141-10-08 18:00:00,2141-10-05 18:00:00,990.16,-54.6,38.34,2141-10-05 18:00:00,1011.36,-53.48,33.56,2141-10-10 18:00:00,961.37,-27.33,59.07,1011.36,-53.48,33.56,2141-10-09 06:00:00,986.95,-50.62,40.99,2141-10-10 06:00:00,972.0,-35.21,50.9
73,TC214201,Vincent,0463,2,2,2142-03-22 12:00:00,955.66,-53.0,59.56,2142-03-21 00:00:00,2142-03-18 06:00:00,965.98,-55.14,42.67,2142-03-15 18:00:00,1006.14,-90.67,16.25,2142-03-22 12:00:00,955.66,-53.0,59.56,976.79,-74.42,28.34,2142-03-21 06:00:00,959.7,-54.67,44.94,2142-03-21 18:00:00,962.9,-51.32,48.77
74,TC214202,Zoe,0468,2,2,2142-06-09 00:00:00,968.31,-89.82,29.26,2142-06-09 00:00:00,2142-06-02 18:00:00,968.31,-89.82,29.26,2142-06-02 12:00:00,1009.13,-86.59,15.59,2142-06-11 06:00:00,1009.52,-82.59,38.03,1008.7,-85.88,15.68,2142-06-09 06:00:00,973.78,-89.71,31.02,2142-06-10 12:00:00,999.78,-84.71,37.66
75,TC214203,Alice,0491,2,2,2142-10-26 00:00:00,934.51,-47.24,34.36,2142-10-26 00:00:00,2142-10-19 18:00:00,934.51,-47.24,34.36,2142-10-19 18:00:00,1012.42,-38.32,33.58,2142-10-29 00:00:00,995.31,-0.25,47.0,1012.42,-38.32,33.58,2142-10-26 06:00:00,944.41,-46.44,36.45,2142-10-27 18:00:00,992.04,-31.05,45.72
76,TC214204,Bruce,0496,2,2,2142-11-01 06:00:00,941.58,-37.97,58.06,2142-10-28 12:00:00,2142-10-26 18:00:00,977.78,-67.99,33.09,2142-10-26 18:00:00,998.56,-74.09,34.48,2142-11-02 12:00:00,975.82,-22.9,59.66,998.56,-74.09,34.48,2142-10-28 18:00:00,974.36,-66.39,33.1,2142-10-31 00:00:00,958.61,-47.21,45.64
77,TC214305,Ivy,0535,2,2,2143-09-27 18:00:00,904.89,-58.16,40.25,2143-09-26 00:00:00,2143-09-15 18:00:00,907.21,-67.51,31.15,2143-09-15 00:00:00,1011.25,-35.66,13.3,2143-09-30 12:00:00,966.2,-34.44,59.87,1006.43,-38.16,13.03,2143-09-26 18:00:00,909.67,-65.21,34.25,2143-09-29 00:00:00,955.36,-49.91,49.58
78,TC214309,Katie,0547,2,2,2143-11-15 18:00:00,994.59,-42.68,42.02,2143-11-15 18:00:00,2143-11-15 06:00:00,994.59,-42.68,42.02,2143-11-15 06:00:00,999.45,-41.29,43.33,2143-11-18 18:00:00,998.97,-29.25,55.75,999.45,-41.29,43.33,2143-11-17 06:00:00,1003.56,-39.55,46.15,2143-11-18 06:00:00,1001.54,-36.0,49.5
79,TC214310,Luigi,0548,2,2,2143-11-23 12:00:00,953.39,-35.47,57.08,2143-11-21 12:00:00,2143-11-19 12:00:00,992.41,-40.21,36.62,2143-11-19 12:00:00,1005.6,-48.39,32.9,2143-11-23 18:00:00,955.88,-35.47,57.08,1005.6,-48.39,32.9,2143-11-21 18:00:00,988.43,-38.47,38.05,2143-11-23 06:00:00,958.9,-34.34,55.38
80,TC214401,Michelle,0563,2,2,2144-05-04 12:00:00,986.94,-47.25,31.35,2144-05-04 12:00:00,2144-05-03 12:00:00,986.94,-47.25,31.35,2144-05-02 18:00:00,1000.45,-49.34,27.24,2144-05-11 18:00:00,1012.2,-24.0,58.0,989.5,-46.47,31.2,2144-05-10 00:00:00,1004.66,-45.61,36.29,2144-05-10 12:00:00,1005.13,-42.68,40.71
81,TC214402,Phil,0575,2,2,2144-08-30 12:00:00,961.76,-45.56,44.88,2144-08-24 12:00:00,2144-08-16 18:00:00,992.12,-68.3,26.82,2144-08-16 18:00:00,1008.3,-37.09,12.91,2144-09-03 18:00:00,1010.75,-24.0,49.25,1008.3,-37.09,12.91,2144-08-28 00:00:00,993.08,-67.63,36.53,2144-09-01 12:00:00,996.85,-40.4,49.2
82,TC214403,Risa,0577,2,2,2144-09-16 18:00:00,988.39,-31.24,18.23,2144-09-16 18:00:00,2144-09-14 18:00:00,988.39,-31.24,18.23,2144-09-13 06:00:00,1007.92,-21.96,10.78,2144-09-23 18:00:00,1005.22,-32.25,38.75,1002.42,-21.72,15.1,2144-09-23 06:00:00,1008.18,-35.75,36.25,2144-09-23 06:00:00,1008.18,-35.75,36.25
83,TC214404,Sergio,0579,2,2,2144-10-14 18:00:00,992.29,-57.86,38.44,2144-10-14 18:00:00,2144-10-13 00:00:00,992.29,-57.86,38.44,2144-10-12 18:00:00,1010.53,-70.51,27.51,2144-10-17 12:00:00,999.36,-47.0,48.75,1009.99,-69.89,27.64,2144-10-17 00:00:00,1001.27,-53.61,46.47,2144-10-17 00:00:00,1001.27,-53.61,46.47
84,TC214405,Vivianne,0584,2,2,2144-11-17 18:00:00,984.21,1.75,52.25,2144-11-10 06:00:00,2144-11-10 00:00:00,988.66,-41.63,38.29,2144-11-10 00:00:00,989.61,-41.05,40.18,2144-11-17 18:00:00,984.21,1.75,52.25,989.61,-41.05,40.18,2144-11-16 00:00:00,1000.69,-36.25,47.25,2144-11-16 06:00:00,997.44,-32.25,49.25
85,TC214503,Beatrice,0621,2,2,2145-09-25 00:00:00,949.2,-55.27,42.84,2145-09-23 18:00:00,2145-09-20 06:00:00,968.24,-67.35,33.96,2145-09-20 06:00:00,1010.14,-60.26,23.47,2145-09-26 06:00:00,965.14,-34.88,58.12,1010.14,-60.26,23.47,2145-09-24 00:00:00,967.6,-66.06,35.33,2145-09-25 18:00:00,961.64,-41.94,52.37
86,TC214706,Flavia,0715,2,2,2147-07-21 18:00:00,938.74,-59.94,35.16,2147-07-21 18:00:00,2147-07-16 00:00:00,938.74,-59.94,35.16,2147-07-15 18:00:00,1010.55,-46.83,17.59,2147-07-26 00:00:00,990.21,-23.0,54.0,1009.62,-49.24,17.68,2147-07-25 06:00:00,996.7,-36.11,48.99,2147-07-25 06:00:00,996.7,-36.11,48.99
87,TC214709,Janet,0721,2,2,2147-09-06 12:00:00,945.43,-54.66,40.58,2147-09-06 12:00:00,2147-09-03 00:00:00,945.43,-54.66,40.58,2147-09-03 00:00:00,1006.09,-62.15,30.07,2147-09-11 00:00:00,987.97,-5.12,56.28,1006.09,-62.15,30.07,2147-09-07 12:00:00,965.41,-43.71,41.96,2147-09-10 18:00:00,982.55,-8.15,55.43
88,TC214711,Kinen,0723,2,2,2147-09-26 18:00:00,915.56,-72.78,23.95,2147-09-26 18:00:00,2147-09-19 06:00:00,915.56,-72.78,23.95,2147-09-17 18:00:00,1011.29,-43.94,11.46,2147-10-07 06:00:00,974.46,-12.5,55.0,1005.98,-48.92,13.66,2147-09-27 12:00:00,954.24,-71.6,24.99,2147-10-06 00:00:00,968.71,-29.26,47.77
89,TC214712,Lydia,0724,2,2,2147-09-25 12:00:00,947.72,-52.45,19.97,2147-09-25 12:00:00,2147-09-20 12:00:00,947.72,-52.45,19.97,2147-09-20 12:00:00,1008.97,-37.26,14.8,2147-10-04 00:00:00,972.06,-19.57,55.76,1008.97,-37.26,14.8,2147-09-29 12:00:00,977.36,-51.07,31.24,2147-10-03 06:00:00,960.31,-9.9,51.22
90,TC214713,Mario,0727,2,2,2147-10-30 18:00:00,986.98,-57.03,43.01,2147-10-29 06:00:00,2147-10-27 18:00:00,991.98,-60.12,36.81,2147-10-27 18:00:00,1007.74,-55.73,31.75,2147-11-01 00:00:00,996.41,-45.0,47.5,1007.74,-55.73,31.75,2147-10-30 06:00:00,990.88,-59.43,40.09,2147-10-31 12:00:00,992.75,-51.5,45.75
91,TC214714,Nicole,0729,2,2,2147-11-17 06:00:00,977.52,-39.26,44.11,2147-11-17 06:00:00,2147-11-11 12:00:00,977.52,-39.26,44.11,2147-11-11 12:00:00,1005.17,-44.83,28.02,2147-11-20 00:00:00,1011.12,-28.85,43.1,1005.17,-44.83,28.02,2147-11-19 06:00:00,1004.66,-31.64,46.33,2147-11-19 18:00:00,1008.09,-30.09,44.67
92,TC214803,Tony,0765,2,2,2148-08-24 00:00:00,922.18,-68.77,33.14,2148-08-24 00:00:00,2148-08-17 18:00:00,922.18,-68.77,33.14,2148-08-17 12:00:00,1005.99,-43.05,16.15,2148-08-27 18:00:00,981.67,-65.99,55.16,1005.6,-44.22,16.26,2148-08-27 00:00:00,950.07,-68.59,44.01,2148-08-27 12:00:00,979.88,-68.1,51.3
93,TC214804,Winnie,0766,2,2,2148-08-31 00:00:00,951.68,-60.69,37.17,2148-08-31 00:00:00,2148-08-20 12:00:00,951.68,-60.69,37.17,2148-08-18 18:00:00,1009.16,-25.22,13.19,2148-09-05 18:00:00,1011.55,-13.25,49.5,1007.66,-35.24,13.7,2148-09-02 12:00:00,968.19,-57.5,42.83,2148-09-03 18:00:00,1000.9,-40.22,51.21
94,TC214901,Audrey,0795,2,2,2149-06-06 12:00:00,973.68,-63.15,48.92,2149-06-01 18:00:00,2149-05-29 18:00:00,988.33,-80.16,31.55,2149-05-29 18:00:00,1011.53,-83.14,31.72,2149-06-08 00:00:00,1007.0,-64.5,49.0,1011.53,-83.14,31.72,2149-06-05 00:00:00,994.83,-74.12,37.75,2149-06-06 00:00:00,979.1,-61.42,43.79
95,TC214902,Brandon,0796,2,2,2149-06-12 00:00:00,983.31,-74.37,35.67,2149-06-11 18:00:00,2149-06-10 00:00:00,987.9,-78.01,34.14,2149-06-10 00:00:00,1005.54,-88.23,21.18,2149-06-13 18:00:00,1008.49,-41.25,41.0,1005.54,-88.23,21.18,2149-06-12 00:00:00,983.31,-74.37,35.67,2149-06-13 00:00:00,1000.74,-53.96,40.02
96,TC215001,Christine,0823,2,2,2150-01-09 06:00:00,977.82,-39.6,42.24,2150-01-09 06:00:00,2150-01-05 18:00:00,977.82,-39.6,42.24,2150-01-05 18:00:00,992.24,-53.46,36.67,2150-01-14 00:00:00,1010.75,-16.5,46.75,992.24,-53.46,36.67,2150-01-12 00:00:00,998.94,-32.5,48.25,2150-01-12 18:00:00,1003.15,-27.5,46.5
97,TC215002,David,0835,2,2,2150-04-01 06:00:00,948.68,-46.58,46.36,2150-03-31 00:00:00,2150-03-28 00:00:00,978.7,-51.0,33.52,2150-03-27 00:00:00,991.59,-63.44,32.52,2150-04-03 12:00:00,973.28,-37.39,59.98,982.02,-58.99,31.29,2150-03-31 06:00:00,972.26,-49.73,35.65,2150-04-02 00:00:00,951.77,-42.84,55.13
98,TC215006,Jacob,0868,2,2,2150-10-27 00:00:00,969.93,-56.17,43.34,2150-10-26 18:00:00,2150-10-21 00:00:00,974.38,-56.34,39.92,2150-10-21 00:00:00,1012.26,-57.02,30.9,2150-10-28 12:00:00,977.39,-45.37,59.31,1012.26,-57.02,30.9,2150-10-27 00:00:00,969.93,-56.17,43.34,2150-10-27 18:00:00,977.12,-53.33,52.97
99,TC215009,Maho,0877,2,2,2150-12-13 18:00:00,975.52,-52.49,38.33,2150-12-13 18:00:00,2150-12-12 06:00:00,975.52,-52.49,38.33,2150-12-09 12:00:00,1004.1,-86.62,27.38,2150-12-14 12:00:00,979.2,-48.8,42.39,984.62,-64.3,37.05,2150-12-14 06:00:00,977.59,-48.87,40.42,2150-12-14 12:00:00,979.2,-48.8,42.39
100,TC215101,Nicholas,0879,2,2,2151-01-22 06:00:00,957.56,-58.73,42.95,2151-01-22 12:00:00,2151-01-22 12:00:00,966.71,-56.02,41.73,2151-01-21 12:00:00,989.28,-65.29,36.64,2151-01-26 18:00:00,997.8,-16.75,44.5,966.71,-56.02,41.73,2151-01-26 06:00:00,996.99,-17.75,42.5,2151-01-26 12:00:00,997.83,-16.75,43.25
101,TC215104,Queenie,0887,2,2,2151-03-30 06:00:00,966.59,-38.5,43.0,2151-03-30 06:00:00,2151-03-28 06:00:00,966.59,-38.5,43.0,2151-03-25 06:00:00,988.05,-68.35,38.62,2151-04-03 18:00:00,1002.62,-12.25,37.0,975.94,-43.74,42.5,2151-04-02 12:00:00,996.53,-26.5,39.75,2151-04-03 06:00:00,999.89,-18.75,36.75
102,TC215106,Samson,0895,2,2,2151-05-19 06:00:00,964.43,-67.41,30.05,2151-05-19 06:00:00,2151-05-09 06:00:00,964.43,-67.41,30.05,2151-05-08 00:00:00,1004.02,-75.28,9.58,2151-05-21 18:00:00,989.34,-28.92,56.59,1004.56,-76.37,8.49,2151-05-20 00:00:00,966.72,-61.21,34.06,2151-05-21 00:00:00,982.22,-49.76,49.41
103,TC215107,Tiffany,0898,2,2,2151-06-04 12:00:00,949.32,-76.51,34.5,2151-06-04 12:00:00,2151-06-01 00:00:00,949.32,-76.51,34.5,2151-06-01 00:00:00,1008.85,-71.25,23.16,2151-06-07 06:00:00,1000.7,-38.5,55.25,1008.85,-71.25,23.16,2151-06-05 12:00:00,974.54,-70.71,40.33,2151-06-06 00:00:00,988.38,-64.38,44.48
104,TC215109,William,0905,2,2,2151-09-04 12:00:00,898.64,-59.26,25.72,2151-09-04 12:00:00,2151-08-30 12:00:00,898.64,-59.26,25.72,2151-08-30 12:00:00,1005.85,-41.72,11.43,2151-09-10 12:00:00,956.86,-38.16,57.54,1005.85,-41.72,11.43,2151-09-09 12:00:00,959.8,-54.0,45.53,2151-09-10 00:00:00,967.97,-45.62,49.85
105,TC215110,Andy,0907,2,2,2151-09-13 12:00:00,957.4,-54.94,31.85,2151-09-13 12:00:00,2151-09-04 18:00:00,957.4,-54.94,31.85,2151-09-03 00:00:00,1006.9,-29.76,11.67,2151-09-22 12:00:00,988.99,-31.25,54.0,1008.63,-36.99,14.39,2151-09-21 12:00:00,1006.3,-39.96,45.84,2151-09-21 12:00:00,1006.3,-39.96,45.84
106,TC215111,Bonnie,0911,2,2,2151-09-20 06:00:00,905.85,-66.97,26.72,2151-09-20 06:00:00,2151-09-13 18:00:00,905.85,-66.97,26.72,2151-09-11 12:00:00,1011.51,-31.3,14.34,2151-09-29 18:00:00,978.57,-31.25,50.25,1005.93,-33.14,16.72,2151-09-29 06:00:00,978.33,-37.19,46.89,2151-09-29 18:00:00,978.57,-31.25,50.25
107,TC215112,Charlie,0916,2,2,2151-10-18 18:00:00,969.39,-52.79,42.91,2151-10-17 06:00:00,2151-10-14 12:00:00,997.79,-60.39,31.46,2151-10-14 12:00:00,1005.16,-62.6,24.57,2151-10-19 18:00:00,987.92,-42.0,55.25,1005.16,-62.6,24.57,2151-10-17 12:00:00,996.59,-59.88,32.58,2151-10-19 06:00:00,978.77,-47.11,47.97
108,TC215306,Hubert,1022,2,2,2153-12-17 18:00:00,970.09,-56.37,40.75,2153-12-16 12:00:00,2153-12-15 06:00:00,973.13,-50.19,41.94,2153-12-15 06:00:00,984.12,-46.33,41.0,2153-12-20 06:00:00,974.18,-24.74,37.17,984.12,-46.33,41.0,2153-12-17 18:00:00,970.09,-56.37,40.75,2153-12-19 12:00:00,977.73,-38.21,38.66
109,TC215405,Marc,1040,2,2,2154-04-20 18:00:00,974.33,-60.09,40.91,2154-04-20 18:00:00,2154-04-20 18:00:00,974.33,-60.09,40.91,2154-04-18 12:00:00,997.74,-74.07,29.52,2154-04-26 06:00:00,1010.65,-40.75,35.75,974.33,-60.09,40.91,2154-04-25 18:00:00,1005.55,-42.25,36.75,2154-04-26 00:00:00,1010.17,-41.5,36.0
110,TC215504,Shannon,1107,2,2,2155-11-04 12:00:00,938.16,-93.68,26.92,2155-11-04 12:00:00,2155-10-30 12:00:00,938.16,-93.68,26.92,2155-10-30 12:00:00,1006.44,-88.2,17.62,2155-11-07 00:00:00,1011.02,-84.75,37.0,1006.44,-88.2,17.62,2155-11-06 00:00:00,995.73,-91.17,32.53,2155-11-06 12:00:00,1003.32,-89.08,34.88
111,TC215601,Thomas,1136,2,2,2156-06-05 18:00:00,918.23,-86.52,27.51,2156-06-05 18:00:00,2156-06-01 00:00:00,918.23,-86.52,27.51,2156-06-01 00:00:00,1010.53,-85.77,20.91,2156-06-15 18:00:00,1010.49,-35.25,50.75,1010.53,-85.77,20.91,2156-06-13 18:00:00,999.69,-59.34,42.7,2156-06-14 18:00:00,999.17,-51.41,45.56
112,TC215606,Anna,1164,2,2,2156-10-26 06:00:00,993.34,-52.16,33.05,2156-10-26 06:00:00,2156-10-26 00:00:00,993.34,-52.16,33.05,2156-10-26 00:00:00,994.05,-52.65,32.24,2156-10-30 00:00:00,1007.49,-37.75,38.75,994.05,-52.65,32.24,2156-10-29 06:00:00,1003.23,-42.5,37.25,2156-10-29 12:00:00,1005.62,-41.5,38.0
113,TC215702,Esther,1182,2,2,2157-02-18 06:00:00,974.21,-39.74,47.35,2157-02-18 06:00:00,2157-02-17 00:00:00,974.21,-39.74,47.35,2157-02-16 00:00:00,977.2,-50.25,40.09,2157-02-22 00:00:00,1000.31,-20.25,49.75,976.08,-43.59,40.46,2157-02-21 00:00:00,986.49,-34.0,48.0,2157-02-21 06:00:00,988.81,-31.25,48.5
114,TC215707,Frank,1194,2,2,2157-06-11 12:00:00,951.46,-77.94,33.21,2157-06-11 12:00:00,2157-06-05 00:00:00,951.46,-77.94,33.21,2157-06-05 00:00:00,1008.38,-88.36,16.58,2157-06-16 18:00:00,997.33,-46.0,54.25,1008.38,-88.36,16.58,2157-06-14 00:00:00,984.22,-68.59,42.84,2157-06-14 06:00:00,986.17,-66.99,43.9
115,TC215710,Helena,1220,2,2,2157-11-19 06:00:00,990.19,-20.25,52.25,2157-11-14 18:00:00,2157-11-13 06:00:00,992.15,-27.46,37.88,2157-11-13 06:00:00,995.9,-25.31,35.92,2157-11-19 06:00:00,990.19,-20.25,52.25,995.9,-25.31,35.92,2157-11-16 12:00:00,994.59,-23.47,44.06,2157-11-18 00:00:00,1002.65,-23.25,51.0
116,TC215712,John,1222,2,2,2157-11-17 06:00:00,980.83,-33.55,38.28,2157-11-17 06:00:00,2157-11-17 00:00:00,980.83,-33.55,38.28,2157-11-17 00:00:00,981.04,-33.85,37.3,2157-11-22 00:00:00,987.95,-0.3,54.22,981.04,-33.85,37.3,2157-11-19 12:00:00,991.86,-26.88,36.99,2157-11-19 12:00:00,991.86,-26.88,36.99
117,TC215904,Nathan,1303,2,2,2159-12-04 12:00:00,975.78,-45.39,47.21,2159-12-04 12:00:00,2159-11-29 06:00:00,975.78,-45.39,47.21,2159-11-29 06:00:00,985.73,-55.86,38.21,2159-12-07 18:00:00,1009.91,-25.25,32.0,985.73,-55.86,38.21,2159-12-05 12:00:00,983.91,-41.0,47.75,2159-12-06 06:00:00,994.3,-37.75,43.25
118,TC216105,Aidan,1391,2,2,2161-11-02 18:00:00,968.94,-73.16,36.71,2161-11-03 06:00:00,2161-11-03 06:00:00,969.53,-72.48,38.35,2161-11-02 12:00:00,970.32,-74.51,34.63,2161-11-07 06:00:00,998.9,-51.25,34.5,969.53,-72.48,38.35,2161-11-05 12:00:00,995.93,-67.25,38.25,2161-11-05 12:00:00,995.93,-67.25,38.25
119,TC216202,Carson,1402,2,2,2162-02-03 18:00:00,960.12,-39.4,41.87,2162-02-03 18:00:00,2162-02-02 12:00:00,960.12,-39.4,41.87,2162-02-01 06:00:00,994.46,-56.47,34.84,2162-02-06 18:00:00,979.19,-22.61,54.92,975.2,-58.09,38.34,2162-02-05 00:00:00,965.28,-27.69,47.44,2162-02-06 18:00:00,979.19,-22.61,54.92
120,TC216205,Grace,1425,2,2,2162-08-20 06:00:00,940.47,-31.53,45.46,2162-08-18 18:00:00,2162-08-16 12:00:00,979.95,-50.06,40.6,2162-08-16 12:00:00,997.37,-63.66,39.9,2162-08-24 00:00:00,984.44,-8.26,57.67,997.37,-63.66,39.9,2162-08-19 00:00:00,973.13,-48.0,40.26,2162-08-22 18:00:00,969.24,-19.88,54.08
121,TC216207,Jana,1429,2,2,2162-09-06 18:00:00,903.77,-52.35,19.79,2162-09-06 18:00:00,2162-09-02 12:00:00,903.77,-52.35,19.79,2162-08-30 18:00:00,1010.19,-13.58,8.15,2162-09-16 06:00:00,997.78,-39.81,60.17,1004.03,-29.18,13.65,2162-09-13 12:00:00,952.62,-50.48,45.84,2162-09-14 00:00:00,956.15,-47.75,49.91
122,TC216208,Kevin,1430,2,2,2162-09-05 18:00:00,940.31,-21.26,53.93,2162-09-03 06:00:00,2162-08-30 18:00:00,944.39,-49.53,36.53,2162-08-30 18:00:00,1010.2,-56.81,31.0,2162-09-06 18:00:00,951.35,-16.36,58.6,1010.2,-56.81,31.0,2162-09-03 18:00:00,945.26,-46.25,37.88,2162-09-06 18:00:00,951.35,-16.36,58.6
123,TC216210,Laura,1432,2,2,2162-10-06 00:00:00,901.65,-54.68,30.75,2162-10-03 18:00:00,2162-09-24 06:00:00,920.56,-59.27,28.32,2162-09-23 06:00:00,1008.52,-24.76,7.61,2162-10-10 00:00:00,950.4,-31.11,56.5,1006.08,-33.96,10.26,2162-10-04 00:00:00,926.14,-59.06,28.42,2162-10-09 18:00:00,946.15,-34.21,52.71
124,TC216211,Manuel,1435,2,2,2162-10-21 00:00:00,937.58,-65.24,32.19,2162-10-17 18:00:00,2162-10-16 00:00:00,967.7,-80.52,20.42,2162-10-14 18:00:00,1007.15,-85.48,16.17,2162-10-23 12:00:00,978.73,-45.0,46.75,1000.56,-83.75,15.82,2162-10-18 00:00:00,965.79,-79.62,21.78,2162-10-23 06:00:00,975.95,-49.25,47.0
125,TC216301,Rayan,1466,2,2,2163-04-25 06:00:00,932.34,-95.16,26.06,2163-04-25 06:00:00,2163-04-20 18:00:00,932.34,-95.16,26.06,2163-04-19 06:00:00,1008.53,-95.99,25.11,2163-05-04 06:00:00,993.15,-72.25,53.5,1008.97,-92.82,27.85,2163-05-02 18:00:00,992.36,-65.05,41.49,2163-05-02 18:00:00,992.36,-65.05,41.49
126,TC216302,Shirley,1475,2,2,2163-08-27 18:00:00,869.71,-86.14,22.0,2163-08-27 18:00:00,2163-08-22 06:00:00,869.71,-86.14,22.0,2163-08-19 06:00:00,1005.07,-23.46,12.2,2163-09-01 00:00:00,1002.52,-95.42,39.78,1001.11,-42.97,16.61,2163-08-31 06:00:00,999.08,-99.58,36.83,2163-08-31 12:00:00,999.2,-97.62,37.99
127,TC216303,Tijjani,1480,2,2,2163-09-21 12:00:00,937.28,-49.5,40.21,2163-09-20 18:00:00,2163-09-11 00:00:00,961.53,-51.62,37.02,2163-09-09 12:00:00,1007.87,-23.32,10.64,2163-09-23 06:00:00,955.39,-37.88,57.18,1006.24,-28.44,13.74,2163-09-21 06:00:00,943.07,-50.06,38.99,2163-09-23 06:00:00,955.39,-37.88,57.18
128,TC216304,Yui,1482,2,2,2163-10-02 00:00:00,912.78,-66.6,23.39,2163-10-02 00:00:00,2163-09-25 12:00:00,912.78,-66.6,23.39,2163-09-25 12:00:00,1007.44,-33.04,14.19,2163-10-09 12:00:00,990.26,-59.75,48.75,1007.44,-33.04,14.19,2163-10-06 00:00:00,927.55,-75.09,33.55,2163-10-09 06:00:00,989.37,-61.89,45.57
129,TC216306,Benjamin,1485,2,2,2163-10-12 06:00:00,941.98,-29.58,15.59,2163-10-12 06:00:00,2163-10-06 18:00:00,941.98,-29.58,15.59,2163-10-06 18:00:00,1006.55,-21.33,6.53,2163-10-22 18:00:00,1012.64,-37.0,51.25,1006.55,-21.33,6.53,2163-10-22 00:00:00,1008.04,-41.75,42.25,2163-10-22 00:00:00,1008.04,-41.75,42.25
130,TC216401,Carmen,1494,2,2,2164-01-09 06:00:00,984.84,-57.0,54.0,2164-01-07 18:00:00,2164-01-06 12:00:00,987.82,-56.46,39.03,2164-01-04 18:00:00,1009.79,-65.78,25.01,2164-01-09 06:00:00,984.84,-57.0,54.0,992.76,-59.33,32.85,2164-01-08 12:00:00,990.21,-54.41,45.39,2164-01-08 12:00:00,990.21,-54.41,45.39
131,TC216403,Emily,1518,2,2,2164-04-26 00:00:00,982.62,-38.75,55.25,2164-04-23 06:00:00,2164-04-20 18:00:00,999.37,-73.81,36.57,2164-04-20 18:00:00,1006.65,-85.33,23.4,2164-04-26 00:00:00,982.62,-38.75,55.25,1006.65,-85.33,23.4,2164-04-23 12:00:00,997.0,-72.64,37.99,2164-04-24 12:00:00,990.31,-60.76,44.7
132,TC216405,Geoffrey,1526,2,2,2164-09-28 12:00:00,902.08,-76.81,29.49,2164-09-28 06:00:00,2164-09-12 12:00:00,908.39,-77.72,28.14,2164-09-12 00:00:00,1010.28,-22.62,15.69,2164-10-01 06:00:00,974.7,-50.19,54.51,1008.73,-24.45,16.8,2164-09-28 12:00:00,902.08,-76.81,29.49,2164-09-30 12:00:00,970.65,-60.52,46.98
